Fecha,Producto,Vendedor,Region,Unidades,Ingresos,Costo,Utilidad,ID_Venta,Año_Mes
2023-04-21,Laptop,Luis,Norte,14,12599.86,7283.26,5316.6,331,2023-04
2023-04-21,Mouse,Ana,Norte,9,269.91,123.48,146.43,332,2023-04
2023-04-21,Teclado,Pedro,Oeste,15,1199.85,568.2,631.65,333,2023-04
2023-04-22,Laptop,Carlos,Este,3,2699.97,1111.36,1588.61,334,2023-04
2023-04-22,Mouse,Ana,Sur,2,59.98,25.33,34.65,335,2023-04
2023-04-22,Teclado,María,Oeste,2,159.98,80.5,79.48,336,2023-04
2023-04-23,Laptop,Luis,Norte,3,2699.97,1224.49,1475.48,337,2023-04
2023-04-23,Mouse,Ana,Este,18,539.82,306.13,233.69,338,2023-04
2023-04-23,Teclado,Carlos,Oeste,14,1119.86,451.23,668.63,339,2023-04
2023-04-24,Laptop,María,Oeste,18,16199.82,7708.18,8491.64,340,2023-04
2023-04-24,Mouse,Carlos,Este,10,299.9,140.19,159.71,341,2023-04
2023-04-24,Teclado,Carlos,Oeste,2,159.98,64.61,95.37,342,2023-04
2023-04-25,Laptop,María,Este,1,899.99,382.38,517.61,343,2023-04
2023-04-25,Mouse,Carlos,Sur,4,119.96,57.91,62.05,344,2023-04
2023-04-25,Teclado,María,Este,14,1119.86,558.33,561.53,345,2023-04
2023-04-26,Laptop,Ana,Este,1,899.99,432.77,467.22,346,2023-04
2023-04-26,Mouse,María,Este,14,419.86,212.53,207.33,347,2023-04
2023-04-26,Teclado,María,Oeste,16,1279.84,664.27,615.57,348,2023-04
2023-04-27,Laptop,Luis,Oeste,14,12599.86,5064.95,7534.91,349,2023-04
2023-04-27,Mouse,María,Este,3,89.97,44.34,45.63,350,2023-04
2023-04-27,Teclado,María,Oeste,3,239.97,142.23,97.74,351,2023-04
2023-04-28,Laptop,Ana,Norte,9,8099.91,4080.79,4019.12,352,2023-04
2023-04-28,Mouse,Luis,Norte,6,179.94,96.36,83.58,353,2023-04
2023-04-28,Teclado,Pedro,Oeste,13,1039.87,480.81,559.06,354,2023-04
2023-04-29,Laptop,Ana,Oeste,2,1799.98,998.63,801.35,355,2023-04
2023-04-29,Mouse,Ana,Este,8,239.92,133.06,106.86,356,2023-04
2023-04-29,Teclado,Pedro,Sur,2,159.98,80.67,79.31,357,2023-04
2023-04-30,Laptop,María,Oeste,4,3599.96,2142.71,1457.25,358,2023-04
2023-04-30,Mouse,Carlos,Norte,15,449.85,191.24,258.61,359,2023-04
2023-04-30,Teclado,Luis,Este,4,319.96,129.07,190.89,360,2023-04
2023-05-01,Laptop,Carlos,Oeste,13,11699.87,6482.1,5217.77,361,2023-05
2023-05-01,Mouse,Pedro,Norte,12,359.88,202.05,157.83,362,2023-05
2023-05-01,Teclado,Ana,Norte,13,1039.87,440.95,598.92,363,2023-05
2023-05-02,Laptop,Ana,Sur,14,12599.86,5709.21,6890.65,364,2023-05
2023-05-02,Mouse,Luis,Este,18,539.82,217.82,322.0,365,2023-05
2023-05-02,Teclado,Ana,Este,6,479.94,220.13,259.81,366,2023-05
2023-05-03,Laptop,Ana,Sur,11,9899.89,5490.76,4409.13,367,2023-05
2023-05-03,Mouse,Luis,Sur,2,59.98,30.21,29.77,368,2023-05
2023-05-03,Teclado,Luis,Este,19,1519.81,713.73,806.08,369,2023-05
2023-05-04,Laptop,Pedro,Este,19,17099.81,8111.26,8988.55,370,2023-05
2023-05-04,Mouse,Ana,Oeste,5,149.95,60.02,89.93,371,2023-05
2023-05-04,Teclado,Ana,Oeste,19,1519.81,699.05,820.76,372,2023-05
2023-05-05,Laptop,Pedro,Sur,2,1799.98,952.71,847.27,373,2023-05
2023-05-05,Mouse,María,Oeste,10,299.9,178.39,121.51,374,2023-05
2023-05-05,Teclado,María,Norte,2,159.98,91.09,68.89,375,2023-05
2023-05-06,Laptop,María,Oeste,11,9899.89,4006.67,5893.22,376,2023-05
2023-05-06,Mouse,Pedro,Oeste,18,539.82,312.94,226.88,377,2023-05
2023-05-06,Teclado,Ana,Norte,15,1199.85,667.88,531.97,378,2023-05
2023-05-07,Laptop,Pedro,Sur,9,8099.91,4504.16,3595.75,379,2023-05
2023-05-07,Mouse,Pedro,Norte,19,569.81,280.12,289.69,380,2023-05
2023-05-07,Teclado,María,Oeste,9,719.91,345.27,374.64,381,2023-05
2023-05-08,Laptop,Carlos,Sur,3,2699.97,1243.56,1456.41,382,2023-05
2023-05-08,Mouse,Ana,Oeste,9,269.91,111.51,158.4,383,2023-05
2023-05-08,Teclado,María,Norte,14,1119.86,499.06,620.8,384,2023-05
2023-05-09,Laptop,Carlos,Norte,19,17099.81,7683.3,9416.51,385,2023-05
2023-05-09,Mouse,Carlos,Oeste,7,209.93,104.3,105.63,386,2023-05
2023-05-09,Teclado,Luis,Este,16,1279.84,703.26,576.58,387,2023-05
2023-05-10,Laptop,Ana,Este,16,14399.84,7124.49,7275.35,388,2023-05
2023-05-10,Mouse,Carlos,Norte,1,29.99,12.34,17.65,389,2023-05
2023-05-10,Teclado,María,Norte,4,319.96,189.27,130.69,390,2023-05
2023-05-11,Laptop,Luis,Este,4,3599.96,2118.74,1481.22,391,2023-05
2023-05-11,Mouse,Ana,Este,7,209.93,116.94,92.99,392,2023-05
2023-05-11,Teclado,Pedro,Oeste,8,639.92,382.84,257.08,393,2023-05
2023-05-12,Laptop,María,Oeste,17,15299.83,7786.03,7513.8,394,2023-05
2023-05-12,Mouse,Carlos,Este,5,149.95,88.85,61.1,395,2023-05
2023-05-12,Teclado,Carlos,Oeste,7,559.93,232.44,327.49,396,2023-05
2023-05-13,Laptop,María,Oeste,4,3599.96,1703.27,1896.69,397,2023-05
2023-05-13,Mouse,Carlos,Sur,6,179.94,80.09,99.85,398,2023-05
2023-05-13,Teclado,Luis,Oeste,7,559.93,245.9,314.03,399,2023-05
2023-05-14,Laptop,Ana,Norte,18,16199.82,6936.12,9263.7,400,2023-05
2023-05-14,Mouse,Luis,Oeste,5,149.95,78.65,71.3,401,2023-05
2023-05-14,Teclado,Carlos,Oeste,3,239.97,133.49,106.48,402,2023-05
2023-05-15,Laptop,Pedro,Este,7,6299.93,3248.62,3051.31,403,2023-05
2023-05-15,Mouse,Ana,Norte,14,419.86,180.28,239.58,404,2023-05
2023-05-15,Teclado,Ana,Oeste,7,559.93,314.81,245.12,405,2023-05
2023-05-16,Laptop,María,Oeste,5,4499.95,2372.33,2127.62,406,2023-05
2023-05-16,Mouse,María,Sur,5,149.95,71.62,78.33,407,2023-05
2023-05-16,Teclado,Pedro,Oeste,2,159.98,85.56,74.42,408,2023-05
2023-05-17,Laptop,Ana,Oeste,6,5399.94,2440.67,2959.27,409,2023-05
2023-05-17,Mouse,Pedro,Sur,15,449.85,211.0,238.85,410,2023-05
2023-05-17,Teclado,María,Este,10,799.9,466.74,333.16,411,2023-05
2023-05-18,Laptop,María,Oeste,7,6299.93,2886.0,3413.93,412,2023-05
2023-05-18,Mouse,Ana,Sur,5,149.95,74.07,75.88,413,2023-05
2023-05-18,Teclado,Luis,Norte,1,79.99,46.24,33.75,414,2023-05
2023-05-19,Laptop,Carlos,Este,13,11699.87,6336.0,5363.87,415,2023-05
2023-05-19,Mouse,María,Norte,18,539.82,222.64,317.18,416,2023-05
2023-05-19,Teclado,María,Norte,13,1039.87,446.58,593.29,417,2023-05
2023-05-20,Laptop,Luis,Sur,18,16199.82,6505.33,9694.49,418,2023-05
2023-05-20,Mouse,Luis,Oeste,5,149.95,78.9,71.05,419,2023-05
2023-05-20,Teclado,Pedro,Sur,13,1039.87,509.05,530.82,420,2023-05
2023-05-21,Laptop,Pedro,Sur,4,3599.96,1536.66,2063.3,421,2023-05
2023-05-21,Mouse,Carlos,Sur,17,509.83,301.61,208.22,422,2023-05
2023-05-21,Teclado,Carlos,Sur,3,239.97,121.41,118.56,423,2023-05
2023-05-22,Laptop,Ana,Este,17,15299.83,6860.12,8439.71,424,2023-05
2023-05-22,Mouse,Pedro,Oeste,11,329.89,164.98,164.91,425,2023-05
2023-05-22,Teclado,María,Norte,4,319.96,171.47,148.49,426,2023-05
2023-05-23,Laptop,Pedro,Norte,2,1799.98,747.44,1052.54,427,2023-05
2023-05-23,Mouse,María,Oeste,16,479.84,218.3,261.54,428,2023-05
2023-05-23,Teclado,Luis,Norte,18,1439.82,808.31,631.51,429,2023-05
2023-05-24,Laptop,Pedro,Oeste,8,7199.92,3541.88,3658.04,430,2023-05
2023-05-24,Mouse,Luis,Norte,3,89.97,45.82,44.15,431,2023-05
2023-05-24,Teclado,Carlos,Sur,9,719.91,350.28,369.63,432,2023-05
2023-05-25,Laptop,Carlos,Norte,6,5399.94,2207.39,3192.55,433,2023-05
2023-05-25,Mouse,Ana,Oeste,10,299.9,129.9,170.0,434,2023-05
2023-05-25,Teclado,Pedro,Oeste,10,799.9,391.24,408.66,435,2023-05
2023-05-26,Laptop,Luis,Oeste,13,11699.87,5169.44,6530.43,436,2023-05
2023-05-26,Mouse,María,Oeste,17,509.83,209.03,300.8,437,2023-05
2023-05-26,Teclado,Carlos,Oeste,9,719.91,409.43,310.48,438,2023-05
2023-05-27,Laptop,Carlos,Este,17,15299.83,9122.35,6177.48,439,2023-05
2023-05-27,Mouse,María,Este,9,269.91,150.78,119.13,440,2023-05
2023-05-27,Teclado,Luis,Norte,9,719.91,410.89,309.02,441,2023-05
2023-05-28,Laptop,Luis,Oeste,1,899.99,403.55,496.44,442,2023-05
2023-05-28,Mouse,Pedro,Norte,2,59.98,35.52,24.46,443,2023-05
2023-05-28,Teclado,Pedro,Oeste,16,1279.84,562.34,717.5,444,2023-05
2023-05-29,Laptop,Ana,Oeste,1,899.99,531.25,368.74,445,2023-05
2023-05-29,Mouse,Carlos,Este,10,299.9,179.63,120.27,446,2023-05
2023-05-29,Teclado,Pedro,Este,18,1439.82,780.88,658.94,447,2023-05
2023-05-30,Laptop,Luis,Sur,8,7199.92,4292.8,2907.12,448,2023-05
2023-05-30,Mouse,María,Este,11,329.89,169.53,160.36,449,2023-05
2023-05-30,Teclado,Luis,Sur,2,159.98,72.3,87.68,450,2023-05
2023-05-31,Laptop,Carlos,Sur,8,7199.92,3509.24,3690.68,451,2023-05
2023-05-31,Mouse,Luis,Sur,8,239.92,124.45,115.47,452,2023-05
2023-05-31,Teclado,Ana,Sur,17,1359.83,563.81,796.02,453,2023-05
2023-06-01,Laptop,Carlos,Sur,15,13499.85,7080.25,6419.6,454,2023-06
2023-06-01,Mouse,María,Norte,17,509.83,303.98,205.85,455,2023-06
2023-06-01,Teclado,Ana,Este,13,1039.87,455.49,584.38,456,2023-06
2023-06-02,Laptop,Carlos,Sur,19,17099.81,9550.57,7549.24,457,2023-06
2023-06-02,Mouse,María,Oeste,5,149.95,87.21,62.74,458,2023-06
2023-06-02,Teclado,Ana,Este,12,959.88,565.12,394.76,459,2023-06
2023-06-03,Laptop,Ana,Este,1,899.99,532.82,367.17,460,2023-06
2023-06-03,Mouse,Carlos,Sur,5,149.95,75.62,74.33,461,2023-06
2023-06-03,Teclado,Pedro,Norte,8,639.92,381.05,258.87,462,2023-06
2023-06-04,Laptop,Ana,Sur,13,11699.87,6452.03,5247.84,463,2023-06
2023-06-04,Mouse,Ana,Norte,8,239.92,103.73,136.19,464,2023-06
2023-06-04,Teclado,María,Oeste,11,879.89,435.88,444.01,465,2023-06
2023-06-05,Laptop,Luis,Este,1,899.99,489.29,410.7,466,2023-06
2023-06-05,Mouse,Carlos,Oeste,13,389.87,175.23,214.64,467,2023-06
2023-06-05,Teclado,Carlos,Norte,19,1519.81,802.65,717.16,468,2023-06
2023-06-06,Laptop,Pedro,Norte,3,2699.97,1439.95,1260.02,469,2023-06
2023-06-06,Mouse,Pedro,Oeste,17,509.83,220.52,289.31,470,2023-06
2023-06-06,Teclado,Carlos,Norte,5,399.95,205.18,194.77,471,2023-06
2023-06-07,Laptop,Pedro,Oeste,8,7199.92,3991.1,3208.82,472,2023-06
2023-06-07,Mouse,María,Este,14,419.86,209.84,210.02,473,2023-06
2023-06-07,Teclado,Carlos,Oeste,4,319.96,128.76,191.2,474,2023-06
2023-06-08,Laptop,Pedro,Este,11,9899.89,3977.85,5922.04,475,2023-06
2023-06-08,Mouse,Carlos,Oeste,15,449.85,212.06,237.79,476,2023-06
2023-06-08,Teclado,Luis,Norte,19,1519.81,889.45,630.36,477,2023-06
2023-06-09,Laptop,Ana,Oeste,7,6299.93,2808.1,3491.83,478,2023-06
2023-06-09,Mouse,Carlos,Norte,19,569.81,300.22,269.59,479,2023-06
2023-06-09,Teclado,Ana,Oeste,19,1519.81,675.43,844.38,480,2023-06
2023-06-10,Laptop,Pedro,Oeste,11,9899.89,4596.86,5303.03,481,2023-06
2023-06-10,Mouse,Ana,Sur,5,149.95,85.41,64.54,482,2023-06
2023-06-10,Teclado,Carlos,Norte,5,399.95,218.28,181.67,483,2023-06
2023-06-11,Laptop,Luis,Sur,8,7199.92,3017.34,4182.58,484,2023-06
2023-06-11,Mouse,Pedro,Norte,10,299.9,145.67,154.23,485,2023-06
2023-06-11,Teclado,Carlos,Sur,6,479.94,194.78,285.16,486,2023-06
2023-06-12,Laptop,Pedro,Este,15,13499.85,6698.33,6801.52,487,2023-06
2023-06-12,Mouse,María,Oeste,16,479.84,255.51,224.33,488,2023-06
2023-06-12,Teclado,Ana,Norte,17,1359.83,576.16,783.67,489,2023-06
2023-06-13,Laptop,María,Norte,8,7199.92,3295.96,3903.96,490,2023-06
2023-06-13,Mouse,Carlos,Oeste,8,239.92,115.06,124.86,491,2023-06
2023-06-13,Teclado,Luis,Norte,9,719.91,420.36,299.55,492,2023-06
2023-06-14,Laptop,Pedro,Norte,2,1799.98,1077.56,722.42,493,2023-06
2023-06-14,Mouse,Ana,Sur,15,449.85,183.98,265.87,494,2023-06
2023-06-14,Teclado,Pedro,Norte,18,1439.82,795.07,644.75,495,2023-06
2023-06-15,Laptop,Carlos,Este,3,2699.97,1280.72,1419.25,496,2023-06
2023-06-15,Mouse,Pedro,Este,17,509.83,243.95,265.88,497,2023-06
2023-06-15,Teclado,Ana,Oeste,4,319.96,176.25,143.71,498,2023-06
2023-06-16,Laptop,Carlos,Norte,4,3599.96,2101.24,1498.72,499,2023-06
2023-06-16,Mouse,Pedro,Oeste,14,419.86,247.8,172.06,500,2023-06
2023-06-16,Teclado,Luis,Este,9,719.91,371.06,348.85,501,2023-06
2023-06-17,Laptop,Carlos,Norte,9,8099.91,3818.49,4281.42,502,2023-06
2023-06-17,Mouse,Carlos,Norte,18,539.82,300.95,238.87,503,2023-06
2023-06-17,Teclado,Luis,Oeste,10,799.9,360.12,439.78,504,2023-06
2023-06-18,Laptop,María,Este,4,3599.96,1846.11,1753.85,505,2023-06
2023-06-18,Mouse,Ana,Norte,12,359.88,169.76,190.12,506,2023-06
2023-06-18,Teclado,María,Oeste,8,639.92,340.01,299.91,507,2023-06
2023-06-19,Laptop,Pedro,Este,2,1799.98,806.53,993.45,508,2023-06
2023-06-19,Mouse,Luis,Oeste,13,389.87,170.89,218.98,509,2023-06
2023-06-19,Teclado,María,Sur,16,1279.84,746.98,532.86,510,2023-06
2023-06-20,Laptop,Carlos,Norte,2,1799.98,756.64,1043.34,511,2023-06
2023-06-20,Mouse,Pedro,Sur,11,329.89,165.34,164.55,512,2023-06
2023-06-20,Teclado,Pedro,Este,10,799.9,355.29,444.61,513,2023-06
2023-06-21,Laptop,María,Sur,15,13499.85,5505.05,7994.8,514,2023-06
2023-06-21,Mouse,María,Sur,17,509.83,207.6,302.23,515,2023-06
2023-06-21,Teclado,Luis,Este,8,639.92,278.39,361.53,516,2023-06
2023-06-22,Laptop,Ana,Oeste,18,16199.82,9288.23,6911.59,517,2023-06
2023-06-22,Mouse,María,Sur,9,269.91,123.21,146.7,518,2023-06
2023-06-22,Teclado,María,Oeste,8,639.92,377.61,262.31,519,2023-06
2023-06-23,Laptop,Carlos,Sur,14,12599.86,6505.62,6094.24,520,2023-06
2023-06-23,Mouse,Pedro,Oeste,18,539.82,263.07,276.75,521,2023-06
2023-06-23,Teclado,Ana,Este,12,959.88,495.32,464.56,522,2023-06
2023-06-24,Laptop,Carlos,Sur,19,17099.81,8607.01,8492.8,523,2023-06
2023-06-24,Mouse,Luis,Este,14,419.86,231.66,188.2,524,2023-06
2023-06-24,Teclado,Luis,Sur,17,1359.83,620.76,739.07,525,2023-06
2023-06-25,Laptop,María,Este,3,2699.97,1270.63,1429.34,526,2023-06
2023-06-25,Mouse,María,Este,7,209.93,121.51,88.42,527,2023-06
2023-06-25,Teclado,Luis,Sur,17,1359.83,801.34,558.49,528,2023-06
2023-06-26,Laptop,María,Sur,12,10799.88,6247.86,4552.02,529,2023-06
2023-06-26,Mouse,Ana,Sur,9,269.91,130.61,139.3,530,2023-06
2023-06-26,Teclado,María,Norte,15,1199.85,667.2,532.65,531,2023-06
2023-06-27,Laptop,Pedro,Oeste,18,16199.82,8023.24,8176.58,532,2023-06
2023-06-27,Mouse,María,Norte,13,389.87,194.74,195.13,533,2023-06
2023-06-27,Teclado,Carlos,Norte,8,639.92,282.16,357.76,534,2023-06
2023-06-28,Laptop,Ana,Este,14,12599.86,6529.58,6070.28,535,2023-06
2023-06-28,Mouse,Carlos,Sur,8,239.92,104.9,135.02,536,2023-06
2023-06-28,Teclado,Carlos,Oeste,14,1119.86,522.21,597.65,537,2023-06
2023-06-29,Laptop,Pedro,Este,7,6299.93,3597.3,2702.63,538,2023-06
2023-06-29,Mouse,Ana,Norte,12,359.88,158.86,201.02,539,2023-06
2023-06-29,Teclado,Ana,Sur,11,879.89,364.48,515.41,540,2023-06
2023-06-30,Laptop,Ana,Este,11,9899.89,4096.59,5803.3,541,2023-06
2023-06-30,Mouse,Ana,Sur,13,389.87,229.3,160.57,542,2023-06
2023-06-30,Teclado,Ana,Este,18,1439.82,721.9,717.92,543,2023-06
2023-07-01,Laptop,Pedro,Sur,2,1799.98,867.38,932.6,544,2023-07
2023-07-01,Mouse,María,Norte,15,449.85,252.89,196.96,545,2023-07
2023-07-01,Teclado,Carlos,Oeste,18,1439.82,816.62,623.2,546,2023-07
2023-07-02,Laptop,Ana,Norte,15,13499.85,6296.85,7203.0,547,2023-07
2023-07-02,Mouse,María,Oeste,19,569.81,306.97,262.84,548,2023-07
2023-07-02,Teclado,María,Sur,12,959.88,531.99,427.89,549,2023-07
2023-07-03,Laptop,Carlos,Este,13,11699.87,6211.81,5488.06,550,2023-07
2023-07-03,Mouse,Pedro,Norte,11,329.89,141.96,187.93,551,2023-07
2023-07-03,Teclado,Luis,Oeste,5,399.95,230.04,169.91,552,2023-07
2023-07-04,Laptop,Luis,Norte,1,899.99,457.03,442.96,553,2023-07
2023-07-04,Mouse,María,Oeste,3,89.97,41.07,48.9,554,2023-07
2023-07-04,Teclado,Carlos,Norte,19,1519.81,737.18,782.63,555,2023-07
2023-07-05,Laptop,Luis,Oeste,7,6299.93,2567.31,3732.62,556,2023-07
2023-07-05,Mouse,María,Oeste,12,359.88,153.16,206.72,557,2023-07
2023-07-05,Teclado,Pedro,Sur,15,1199.85,663.65,536.2,558,2023-07
2023-07-06,Laptop,Luis,Oeste,5,4499.95,1799.99,2699.96,559,2023-07
2023-07-06,Mouse,María,Sur,15,449.85,217.42,232.43,560,2023-07
2023-07-06,Teclado,María,Oeste,8,639.92,322.84,317.08,561,2023-07
2023-07-07,Laptop,Ana,Este,10,8999.9,3698.3,5301.6,562,2023-07
2023-07-07,Mouse,Pedro,Este,16,479.84,285.32,194.52,563,2023-07
2023-07-07,Teclado,Ana,Este,8,639.92,284.91,355.01,564,2023-07
2023-07-08,Laptop,Carlos,Oeste,1,899.99,414.75,485.24,565,2023-07
2023-07-08,Mouse,Ana,Sur,12,359.88,165.83,194.05,566,2023-07
2023-07-08,Teclado,Ana,Sur,5,399.95,178.41,221.54,567,2023-07
2023-07-09,Laptop,Luis,Oeste,3,2699.97,1080.78,1619.19,568,2023-07
2023-07-09,Mouse,María,Este,1,29.99,16.37,13.62,569,2023-07
2023-07-09,Teclado,Pedro,Este,4,319.96,189.85,130.11,570,2023-07
2023-07-10,Laptop,Ana,Sur,8,7199.92,3202.95,3996.97,571,2023-07
2023-07-10,Mouse,Pedro,Este,3,89.97,47.92,42.05,572,2023-07
2023-07-10,Teclado,Ana,Norte,10,799.9,438.65,361.25,573,2023-07
2023-07-11,Laptop,Carlos,Sur,2,1799.98,1025.42,774.56,574,2023-07
2023-07-11,Mouse,Ana,Este,11,329.89,159.84,170.05,575,2023-07
2023-07-11,Teclado,Luis,Sur,10,799.9,368.42,431.48,576,2023-07
2023-07-12,Laptop,María,Norte,14,12599.86,5859.68,6740.18,577,2023-07
2023-07-12,Mouse,Carlos,Sur,7,209.93,113.89,96.04,578,2023-07
2023-07-12,Teclado,Ana,Sur,2,159.98,90.13,69.85,579,2023-07
2023-07-13,Laptop,Pedro,Sur,9,8099.91,3534.18,4565.73,580,2023-07
2023-07-13,Mouse,Carlos,Sur,16,479.84,227.53,252.31,581,2023-07
2023-07-13,Teclado,Carlos,Norte,13,1039.87,603.53,436.34,582,2023-07
2023-07-14,Laptop,Ana,Oeste,9,8099.91,4546.79,3553.12,583,2023-07
2023-07-14,Mouse,Carlos,Sur,4,119.96,71.61,48.35,584,2023-07
2023-07-14,Teclado,Pedro,Sur,10,799.9,440.62,359.28,585,2023-07
2023-07-15,Laptop,Carlos,Este,12,10799.88,5169.24,5630.64,586,2023-07
2023-07-15,Mouse,Pedro,Sur,17,509.83,264.16,245.67,587,2023-07
2023-07-15,Teclado,Ana,Este,14,1119.86,595.99,523.87,588,2023-07
2023-07-16,Laptop,María,Oeste,14,12599.86,5237.65,7362.21,589,2023-07
2023-07-16,Mouse,Carlos,Norte,2,59.98,30.52,29.46,590,2023-07
2023-07-16,Teclado,María,Norte,11,879.89,476.78,403.11,591,2023-07
2023-07-17,Laptop,Pedro,Oeste,16,14399.84,6241.82,8158.02,592,2023-07
2023-07-17,Mouse,Carlos,Norte,19,569.81,316.89,252.92,593,2023-07
2023-07-17,Teclado,Luis,Oeste,6,479.94,248.01,231.93,594,2023-07
2023-07-18,Laptop,María,Oeste,19,17099.81,10096.49,7003.32,595,2023-07
2023-07-18,Mouse,Carlos,Oeste,5,149.95,61.25,88.7,596,2023-07
2023-07-18,Teclado,María,Norte,4,319.96,144.96,175.0,597,2023-07
2023-07-19,Laptop,Carlos,Este,15,13499.85,7024.12,6475.73,598,2023-07
2023-07-19,Mouse,Ana,Oeste,4,119.96,55.1,64.86,599,2023-07
2023-07-19,Teclado,María,Sur,10,799.9,434.25,365.65,600,2023-07
2023-07-20,Laptop,Luis,Norte,3,2699.97,1489.85,1210.12,601,2023-07
2023-07-20,Mouse,Luis,Oeste,5,149.95,63.05,86.9,602,2023-07
2023-07-20,Teclado,Pedro,Oeste,6,479.94,241.3,238.64,603,2023-07
2023-07-21,Laptop,Carlos,Sur,8,7199.92,3612.76,3587.16,604,2023-07
2023-07-21,Mouse,María,Este,7,209.93,99.48,110.45,605,2023-07
2023-07-21,Teclado,Pedro,Este,10,799.9,469.21,330.69,606,2023-07
2023-07-22,Laptop,María,Este,6,5399.94,3053.67,2346.27,607,2023-07
2023-07-22,Mouse,Carlos,Oeste,14,419.86,226.49,193.37,608,2023-07
2023-07-22,Teclado,Luis,Oeste,4,319.96,173.7,146.26,609,2023-07
2023-07-23,Laptop,Ana,Oeste,13,11699.87,5760.35,5939.52,610,2023-07
2023-07-23,Mouse,Luis,Norte,17,509.83,297.84,211.99,611,2023-07
2023-07-23,Teclado,Pedro,Sur,7,559.93,301.76,258.17,612,2023-07
2023-07-24,Laptop,Ana,Oeste,4,3599.96,1964.84,1635.12,613,2023-07
2023-07-24,Mouse,Pedro,Sur,14,419.86,240.3,179.56,614,2023-07
2023-07-24,Teclado,Carlos,Sur,3,239.97,109.14,130.83,615,2023-07
2023-07-25,Laptop,Ana,Este,5,4499.95,2526.34,1973.61,616,2023-07
2023-07-25,Mouse,Pedro,Norte,16,479.84,210.67,269.17,617,2023-07
2023-07-25,Teclado,Carlos,Oeste,4,319.96,150.08,169.88,618,2023-07
2023-07-26,Laptop,Luis,Este,2,1799.98,840.81,959.17,619,2023-07
2023-07-26,Mouse,Carlos,Este,18,539.82,321.57,218.25,620,2023-07
2023-07-26,Teclado,María,Oeste,19,1519.81,868.28,651.53,621,2023-07
2023-07-27,Laptop,Carlos,Sur,19,17099.81,9237.9,7861.91,622,2023-07
2023-07-27,Mouse,Carlos,Este,17,509.83,278.07,231.76,623,2023-07
2023-07-27,Teclado,María,Sur,14,1119.86,573.83,546.03,624,2023-07
2023-07-28,Laptop,Pedro,Norte,19,17099.81,10078.94,7020.87,625,2023-07
2023-07-28,Mouse,Pedro,Sur,13,389.87,194.64,195.23,626,2023-07
2023-07-28,Teclado,Carlos,Norte,12,959.88,457.0,502.88,627,2023-07
2023-07-29,Laptop,María,Sur,6,5399.94,2336.05,3063.89,628,2023-07
2023-07-29,Mouse,María,Este,4,119.96,66.85,53.11,629,2023-07
2023-07-29,Teclado,Luis,Este,19,1519.81,831.17,688.64,630,2023-07
2023-07-30,Laptop,Pedro,Norte,16,14399.84,6866.87,7532.97,631,2023-07
2023-07-30,Mouse,Ana,Oeste,13,389.87,157.91,231.96,632,2023-07
2023-07-30,Teclado,Pedro,Norte,4,319.96,181.67,138.29,633,2023-07
2023-07-31,Laptop,Pedro,Norte,17,15299.83,6154.87,9144.96,634,2023-07
2023-07-31,Mouse,Luis,Sur,1,29.99,16.22,13.77,635,2023-07
2023-07-31,Teclado,Ana,Sur,18,1439.82,855.33,584.49,636,2023-07
2023-08-01,Laptop,Luis,Norte,17,15299.83,7459.16,7840.67,637,2023-08
2023-08-01,Mouse,Ana,Este,15,449.85,201.08,248.77,638,2023-08
2023-08-01,Teclado,Carlos,Sur,11,879.89,476.0,403.89,639,2023-08
2023-08-02,Laptop,Ana,Oeste,13,11699.87,6592.01,5107.86,640,2023-08
2023-08-02,Mouse,Luis,Sur,1,29.99,15.27,14.72,641,2023-08
2023-08-02,Teclado,Pedro,Sur,17,1359.83,806.93,552.9,642,2023-08
2023-08-03,Laptop,Ana,Oeste,6,5399.94,2215.78,3184.16,643,2023-08
2023-08-03,Mouse,Ana,Norte,4,119.96,60.1,59.86,644,2023-08
2023-08-03,Teclado,María,Oeste,16,1279.84,695.84,584.0,645,2023-08
2023-08-04,Laptop,Pedro,Norte,15,13499.85,7729.04,5770.81,646,2023-08
2023-08-04,Mouse,Carlos,Norte,15,449.85,196.07,253.78,647,2023-08
2023-08-04,Teclado,Luis,Norte,6,479.94,268.77,211.17,648,2023-08
2023-08-05,Laptop,Carlos,Oeste,15,13499.85,6892.23,6607.62,649,2023-08
2023-08-05,Mouse,Pedro,Norte,14,419.86,201.24,218.62,650,2023-08
2023-08-05,Teclado,Ana,Este,11,879.89,375.13,504.76,651,2023-08
2023-08-06,Laptop,Ana,Oeste,7,6299.93,3610.23,2689.7,652,2023-08
2023-08-06,Mouse,Pedro,Este,9,269.91,116.45,153.46,653,2023-08
2023-08-06,Teclado,Ana,Norte,16,1279.84,591.23,688.61,654,2023-08
2023-08-07,Laptop,Ana,Sur,5,4499.95,2061.02,2438.93,655,2023-08
2023-08-07,Mouse,Ana,Norte,10,299.9,172.23,127.67,656,2023-08
2023-08-07,Teclado,Luis,Este,18,1439.82,769.64,670.18,657,2023-08
2023-08-08,Laptop,Luis,Este,3,2699.97,1510.19,1189.78,658,2023-08
2023-08-08,Mouse,María,Oeste,13,389.87,175.48,214.39,659,2023-08
2023-08-08,Teclado,Carlos,Sur,11,879.89,461.92,417.97,660,2023-08
2023-08-09,Laptop,Pedro,Oeste,17,15299.83,7869.46,7430.37,661,2023-08
