Fecha,Producto,Categoria,Region,Vendedor,Unidades,Precio_Unitario,Ingresos,Costo,Utilidad,Mes,Trimestre,Año
2023-03-30,Teclado,Accesorios,Oeste,María,4,79.99,319.96,181.69,138.27,3,1,2023
2023-03-31,Laptop,Computadoras,Oeste,Carlos,5,899.99,4499.95,1803.42,2696.53,3,1,2023
2023-03-31,Mouse,Accesorios,Este,Ana,13,29.99,389.87,175.19,214.68,3,1,2023
2023-03-31,Teclado,Accesorios,Este,Pedro,15,79.99,1199.85,657.73,542.12,3,1,2023
2023-04-01,Laptop,Computadoras,Sur,Luis,16,899.99,14399.84,6670.78,7729.06,4,2,2023
2023-04-01,Mouse,Accesorios,Oeste,Pedro,10,29.99,299.9,126.07,173.83,4,2,2023
2023-04-01,Teclado,Accesorios,Oeste,Luis,16,79.99,1279.84,604.14,675.7,4,2,2023
2023-04-02,Laptop,Computadoras,Oeste,Pedro,12,899.99,10799.88,4904.0,5895.88,4,2,2023
2023-04-02,Mouse,Accesorios,Norte,Pedro,17,29.99,509.83,289.86,219.97,4,2,2023
2023-04-02,Teclado,Accesorios,Oeste,Pedro,16,79.99,1279.84,592.14,687.7,4,2,2023
2023-04-03,Laptop,Computadoras,Norte,Luis,12,899.99,10799.88,6024.03,4775.85,4,2,2023
2023-04-03,Mouse,Accesorios,Sur,Luis,8,29.99,239.92,138.76,101.16,4,2,2023
2023-04-03,Teclado,Accesorios,Norte,Pedro,3,79.99,239.97,116.81,123.16,4,2,2023
2023-04-04,Laptop,Computadoras,Sur,Carlos,16,899.99,14399.84,8380.54,6019.3,4,2,2023
2023-04-04,Mouse,Accesorios,Oeste,María,13,29.99,389.87,185.37,204.5,4,2,2023
2023-04-04,Teclado,Accesorios,Oeste,María,19,79.99,1519.81,900.97,618.84,4,2,2023
2023-04-05,Laptop,Computadoras,Sur,María,8,899.99,7199.92,3008.54,4191.38,4,2,2023
2023-04-05,Mouse,Accesorios,Este,Luis,5,29.99,149.95,80.58,69.37,4,2,2023
2023-04-05,Teclado,Accesorios,Sur,Luis,8,79.99,639.92,319.17,320.75,4,2,2023
2023-04-06,Laptop,Computadoras,Este,Carlos,12,899.99,10799.88,5157.26,5642.62,4,2,2023
2023-04-06,Mouse,Accesorios,Norte,María,1,29.99,29.99,15.79,14.2,4,2,2023
2023-04-06,Teclado,Accesorios,Norte,María,6,79.99,479.94,259.54,220.4,4,2,2023
2023-04-07,Laptop,Computadoras,Norte,Pedro,18,899.99,16199.82,6494.06,9705.76,4,2,2023
2023-04-07,Mouse,Accesorios,Oeste,Luis,8,29.99,239.92,103.98,135.94,4,2,2023
2023-04-07,Teclado,Accesorios,Norte,María,7,79.99,559.93,303.82,256.11,4,2,2023
2023-04-08,Laptop,Computadoras,Este,Carlos,1,899.99,899.99,479.94,420.05,4,2,2023
2023-04-08,Mouse,Accesorios,Norte,Carlos,16,29.99,479.84,284.65,195.19,4,2,2023
2023-04-08,Teclado,Accesorios,Sur,María,12,79.99,959.88,530.05,429.83,4,2,2023
2023-04-09,Laptop,Computadoras,Sur,Luis,6,899.99,5399.94,3186.8,2213.14,4,2,2023
2023-04-09,Mouse,Accesorios,Oeste,Carlos,2,29.99,59.98,32.42,27.56,4,2,2023
2023-04-09,Teclado,Accesorios,Sur,Pedro,14,79.99,1119.86,514.7,605.16,4,2,2023
2023-04-10,Laptop,Computadoras,Este,Carlos,4,899.99,3599.96,1515.85,2084.11,4,2,2023
2023-04-10,Mouse,Accesorios,Norte,Ana,1,29.99,29.99,16.69,13.3,4,2,2023
2023-04-10,Teclado,Accesorios,Oeste,Ana,18,79.99,1439.82,761.42,678.4,4,2,2023
2023-04-11,Laptop,Computadoras,Norte,Luis,13,899.99,11699.87,4792.7,6907.17,4,2,2023
2023-04-11,Mouse,Accesorios,Norte,María,2,29.99,59.98,28.31,31.67,4,2,2023
2023-04-11,Teclado,Accesorios,Este,Luis,9,79.99,719.91,425.73,294.18,4,2,2023
2023-04-12,Laptop,Computadoras,Sur,Luis,2,899.99,1799.98,900.13,899.85,4,2,2023
2023-04-12,Mouse,Accesorios,Sur,Luis,9,29.99,269.91,131.32,138.59,4,2,2023
2023-04-12,Teclado,Accesorios,Norte,Luis,1,79.99,79.99,39.32,40.67,4,2,2023
2023-04-13,Laptop,Computadoras,Oeste,Pedro,11,899.99,9899.89,4373.54,5526.35,4,2,2023
2023-04-13,Mouse,Accesorios,Sur,Pedro,3,29.99,89.97,42.62,47.35,4,2,2023
2023-04-13,Teclado,Accesorios,Oeste,Carlos,4,79.99,319.96,151.65,168.31,4,2,2023
2023-04-14,Laptop,Computadoras,Sur,Ana,18,899.99,16199.82,6649.56,9550.26,4,2,2023
2023-04-14,Mouse,Accesorios,Oeste,Luis,6,29.99,179.94,99.6,80.34,4,2,2023
2023-04-14,Teclado,Accesorios,Este,Carlos,3,79.99,239.97,115.98,123.99,4,2,2023
2023-04-15,Laptop,Computadoras,Oeste,Ana,11,899.99,9899.89,5587.85,4312.04,4,2,2023
2023-04-15,Mouse,Accesorios,Este,María,15,29.99,449.85,256.45,193.4,4,2,2023
2023-04-15,Teclado,Accesorios,Este,Pedro,5,79.99,399.95,176.94,223.01,4,2,2023
2023-04-16,Laptop,Computadoras,Oeste,Ana,10,899.99,8999.9,4783.18,4216.72,4,2,2023
2023-04-16,Mouse,Accesorios,Este,María,12,29.99,359.88,177.94,181.94,4,2,2023
2023-04-16,Teclado,Accesorios,Norte,Ana,15,79.99,1199.85,691.15,508.7,4,2,2023
2023-04-17,Laptop,Computadoras,Este,Pedro,17,899.99,15299.83,6780.09,8519.74,4,2,2023
2023-04-17,Mouse,Accesorios,Sur,Pedro,10,29.99,299.9,160.62,139.28,4,2,2023
2023-04-17,Teclado,Accesorios,Oeste,Carlos,6,79.99,479.94,250.31,229.63,4,2,2023
2023-04-18,Laptop,Computadoras,Norte,Luis,18,899.99,16199.82,7436.69,8763.13,4,2,2023
2023-04-18,Mouse,Accesorios,Oeste,Ana,13,29.99,389.87,166.6,223.27,4,2,2023
2023-04-18,Teclado,Accesorios,Sur,Ana,3,79.99,239.97,127.26,112.71,4,2,2023
2023-04-19,Laptop,Computadoras,Sur,María,10,899.99,8999.9,4929.42,4070.48,4,2,2023
2023-04-19,Mouse,Accesorios,Sur,Pedro,14,29.99,419.86,194.45,225.41,4,2,2023
2023-04-19,Teclado,Accesorios,Este,Ana,6,79.99,479.94,253.87,226.07,4,2,2023
2023-04-20,Laptop,Computadoras,Este,Pedro,3,899.99,2699.97,1293.36,1406.61,4,2,2023
2023-04-20,Mouse,Accesorios,Oeste,Ana,16,29.99,479.84,260.38,219.46,4,2,2023
2023-04-20,Teclado,Accesorios,Oeste,Carlos,7,79.99,559.93,246.28,313.65,4,2,2023
2023-04-21,Laptop,Computadoras,Norte,Luis,14,899.99,12599.86,7283.26,5316.6,4,2,2023
2023-04-21,Mouse,Accesorios,Norte,Ana,9,29.99,269.91,123.48,146.43,4,2,2023
2023-04-21,Teclado,Accesorios,Oeste,Pedro,15,79.99,1199.85,568.2,631.65,4,2,2023
2023-04-22,Laptop,Computadoras,Este,Carlos,3,899.99,2699.97,1111.36,1588.61,4,2,2023
2023-04-22,Mouse,Accesorios,Sur,Ana,2,29.99,59.98,25.33,34.65,4,2,2023
2023-04-22,Teclado,Accesorios,Oeste,María,2,79.99,159.98,80.5,79.48,4,2,2023
2023-04-23,Laptop,Computadoras,Norte,Luis,3,899.99,2699.97,1224.49,1475.48,4,2,2023
2023-04-23,Mouse,Accesorios,Este,Ana,18,29.99,539.82,306.13,233.69,4,2,2023
2023-04-23,Teclado,Accesorios,Oeste,Carlos,14,79.99,1119.86,451.23,668.63,4,2,2023
2023-04-24,Laptop,Computadoras,Oeste,María,18,899.99,16199.82,7708.18,8491.64,4,2,2023
2023-04-24,Mouse,Accesorios,Este,Carlos,10,29.99,299.9,140.19,159.71,4,2,2023
2023-04-24,Teclado,Accesorios,Oeste,Carlos,2,79.99,159.98,64.61,95.37,4,2,2023
2023-04-25,Laptop,Computadoras,Este,María,1,899.99,899.99,382.38,517.61,4,2,2023
2023-04-25,Mouse,Accesorios,Sur,Carlos,4,29.99,119.96,57.91,62.05,4,2,2023
2023-04-25,Teclado,Accesorios,Este,María,14,79.99,1119.86,558.33,561.53,4,2,2023
2023-04-26,Laptop,Computadoras,Este,Ana,1,899.99,899.99,432.77,467.22,4,2,2023
2023-04-26,Mouse,Accesorios,Este,María,14,29.99,419.86,212.53,207.33,4,2,2023
2023-04-26,Teclado,Accesorios,Oeste,María,16,79.99,1279.84,664.27,615.57,4,2,2023
2023-04-27,Laptop,Computadoras,Oeste,Luis,14,899.99,12599.86,5064.95,7534.91,4,2,2023
2023-04-27,Mouse,Accesorios,Este,María,3,29.99,89.97,44.34,45.63,4,2,2023
2023-04-27,Teclado,Accesorios,Oeste,María,3,79.99,239.97,142.23,97.74,4,2,2023
2023-04-28,Laptop,Computadoras,Norte,Ana,9,899.99,8099.91,4080.79,4019.12,4,2,2023
2023-04-28,Mouse,Accesorios,Norte,Luis,6,29.99,179.94,96.36,83.58,4,2,2023
2023-04-28,Teclado,Accesorios,Oeste,Pedro,13,79.99,1039.87,480.81,559.06,4,2,2023
2023-04-29,Laptop,Computadoras,Oeste,Ana,2,899.99,1799.98,998.63,801.35,4,2,2023
2023-04-29,Mouse,Accesorios,Este,Ana,8,29.99,239.92,133.06,106.86,4,2,2023
2023-04-29,Teclado,Accesorios,Sur,Pedro,2,79.99,159.98,80.67,79.31,4,2,2023
2023-04-30,Laptop,Computadoras,Oeste,María,4,899.99,3599.96,2142.71,1457.25,4,2,2023
2023-04-30,Mouse,Accesorios,Norte,Carlos,15,29.99,449.85,191.24,258.61,4,2,2023
2023-04-30,Teclado,Accesorios,Este,Luis,4,79.99,319.96,129.07,190.89,4,2,2023
2023-05-01,Laptop,Computadoras,Oeste,Carlos,13,899.99,11699.87,6482.1,5217.77,5,2,2023
2023-05-01,Mouse,Accesorios,Norte,Pedro,12,29.99,359.88,202.05,157.83,5,2,2023
2023-05-01,Teclado,Accesorios,Norte,Ana,13,79.99,1039.87,440.95,598.92,5,2,2023
2023-05-02,Laptop,Computadoras,Sur,Ana,14,899.99,12599.86,5709.21,6890.65,5,2,2023
2023-05-02,Mouse,Accesorios,Este,Luis,18,29.99,539.82,217.82,322.0,5,2,2023
2023-05-02,Teclado,Accesorios,Este,Ana,6,79.99,479.94,220.13,259.81,5,2,2023
2023-05-03,Laptop,Computadoras,Sur,Ana,11,899.99,9899.89,5490.76,4409.13,5,2,2023
2023-05-03,Mouse,Accesorios,Sur,Luis,2,29.99,59.98,30.21,29.77,5,2,2023
2023-05-03,Teclado,Accesorios,Este,Luis,19,79.99,1519.81,713.73,806.08,5,2,2023
2023-05-04,Laptop,Computadoras,Este,Pedro,19,899.99,17099.81,8111.26,8988.55,5,2,2023
2023-05-04,Mouse,Accesorios,Oeste,Ana,5,29.99,149.95,60.02,89.93,5,2,2023
2023-05-04,Teclado,Accesorios,Oeste,Ana,19,79.99,1519.81,699.05,820.76,5,2,2023
2023-05-05,Laptop,Computadoras,Sur,Pedro,2,899.99,1799.98,952.71,847.27,5,2,2023
2023-05-05,Mouse,Accesorios,Oeste,María,10,29.99,299.9,178.39,121.51,5,2,2023
2023-05-05,Teclado,Accesorios,Norte,María,2,79.99,159.98,91.09,68.89,5,2,2023
2023-05-06,Laptop,Computadoras,Oeste,María,11,899.99,9899.89,4006.67,5893.22,5,2,2023
2023-05-06,Mouse,Accesorios,Oeste,Pedro,18,29.99,539.82,312.94,226.88,5,2,2023
2023-05-06,Teclado,Accesorios,Norte,Ana,15,79.99,1199.85,667.88,531.97,5,2,2023
2023-05-07,Laptop,Computadoras,Sur,Pedro,9,899.99,8099.91,4504.16,3595.75,5,2,2023
2023-05-07,Mouse,Accesorios,Norte,Pedro,19,29.99,569.81,280.12,289.69,5,2,2023
2023-05-07,Teclado,Accesorios,Oeste,María,9,79.99,719.91,345.27,374.64,5,2,2023
2023-05-08,Laptop,Computadoras,Sur,Carlos,3,899.99,2699.97,1243.56,1456.41,5,2,2023
2023-05-08,Mouse,Accesorios,Oeste,Ana,9,29.99,269.91,111.51,158.4,5,2,2023
2023-05-08,Teclado,Accesorios,Norte,María,14,79.99,1119.86,499.06,620.8,5,2,2023
2023-05-09,Laptop,Computadoras,Norte,Carlos,19,899.99,17099.81,7683.3,9416.51,5,2,2023
2023-05-09,Mouse,Accesorios,Oeste,Carlos,7,29.99,209.93,104.3,105.63,5,2,2023
2023-05-09,Teclado,Accesorios,Este,Luis,16,79.99,1279.84,703.26,576.58,5,2,2023
2023-05-10,Laptop,Computadoras,Este,Ana,16,899.99,14399.84,7124.49,7275.35,5,2,2023
2023-05-10,Mouse,Accesorios,Norte,Carlos,1,29.99,29.99,12.34,17.65,5,2,2023
2023-05-10,Teclado,Accesorios,Norte,María,4,79.99,319.96,189.27,130.69,5,2,2023
2023-05-11,Laptop,Computadoras,Este,Luis,4,899.99,3599.96,2118.74,1481.22,5,2,2023
2023-05-11,Mouse,Accesorios,Este,Ana,7,29.99,209.93,116.94,92.99,5,2,2023
2023-05-11,Teclado,Accesorios,Oeste,Pedro,8,79.99,639.92,382.84,257.08,5,2,2023
2023-05-12,Laptop,Computadoras,Oeste,María,17,899.99,15299.83,7786.03,7513.8,5,2,2023
2023-05-12,Mouse,Accesorios,Este,Carlos,5,29.99,149.95,88.85,61.1,5,2,2023
2023-05-12,Teclado,Accesorios,Oeste,Carlos,7,79.99,559.93,232.44,327.49,5,2,2023
2023-05-13,Laptop,Computadoras,Oeste,María,4,899.99,3599.96,1703.27,1896.69,5,2,2023
2023-05-13,Mouse,Accesorios,Sur,Carlos,6,29.99,179.94,80.09,99.85,5,2,2023
2023-05-13,Teclado,Accesorios,Oeste,Luis,7,79.99,559.93,245.9,314.03,5,2,2023
2023-05-14,Laptop,Computadoras,Norte,Ana,18,899.99,16199.82,6936.12,9263.7,5,2,2023
2023-05-14,Mouse,Accesorios,Oeste,Luis,5,29.99,149.95,78.65,71.3,5,2,2023
2023-05-14,Teclado,Accesorios,Oeste,Carlos,3,79.99,239.97,133.49,106.48,5,2,2023
2023-05-15,Laptop,Computadoras,Este,Pedro,7,899.99,6299.93,3248.62,3051.31,5,2,2023
2023-05-15,Mouse,Accesorios,Norte,Ana,14,29.99,419.86,180.28,239.58,5,2,2023
2023-05-15,Teclado,Accesorios,Oeste,Ana,7,79.99,559.93,314.81,245.12,5,2,2023
2023-05-16,Laptop,Computadoras,Oeste,María,5,899.99,4499.95,2372.33,2127.62,5,2,2023
2023-05-16,Mouse,Accesorios,Sur,María,5,29.99,149.95,71.62,78.33,5,2,2023
2023-05-16,Teclado,Accesorios,Oeste,Pedro,2,79.99,159.98,85.56,74.42,5,2,2023
2023-05-17,Laptop,Computadoras,Oeste,Ana,6,899.99,5399.94,2440.67,2959.27,5,2,2023
2023-05-17,Mouse,Accesorios,Sur,Pedro,15,29.99,449.85,211.0,238.85,5,2,2023
2023-05-17,Teclado,Accesorios,Este,María,10,79.99,799.9,466.74,333.16,5,2,2023
2023-05-18,Laptop,Computadoras,Oeste,María,7,899.99,6299.93,2886.0,3413.93,5,2,2023
2023-05-18,Mouse,Accesorios,Sur,Ana,5,29.99,149.95,74.07,75.88,5,2,2023
2023-05-18,Teclado,Accesorios,Norte,Luis,1,79.99,79.99,46.24,33.75,5,2,2023
2023-05-19,Laptop,Computadoras,Este,Carlos,13,899.99,11699.87,6336.0,5363.87,5,2,2023
2023-05-19,Mouse,Accesorios,Norte,María,18,29.99,539.82,222.64,317.18,5,2,2023
2023-05-19,Teclado,Accesorios,Norte,María,13,79.99,1039.87,446.58,593.29,5,2,2023
2023-05-20,Laptop,Computadoras,Sur,Luis,18,899.99,16199.82,6505.33,9694.49,5,2,2023
2023-05-20,Mouse,Accesorios,Oeste,Luis,5,29.99,149.95,78.9,71.05,5,2,2023
2023-05-20,Teclado,Accesorios,Sur,Pedro,13,79.99,1039.87,509.05,530.82,5,2,2023
2023-05-21,Laptop,Computadoras,Sur,Pedro,4,899.99,3599.96,1536.66,2063.3,5,2,2023
2023-05-21,Mouse,Accesorios,Sur,Carlos,17,29.99,509.83,301.61,208.22,5,2,2023
2023-05-21,Teclado,Accesorios,Sur,Carlos,3,79.99,239.97,121.41,118.56,5,2,2023
2023-05-22,Laptop,Computadoras,Este,Ana,17,899.99,15299.83,6860.12,8439.71,5,2,2023
2023-05-22,Mouse,Accesorios,Oeste,Pedro,11,29.99,329.89,164.98,164.91,5,2,2023
2023-05-22,Teclado,Accesorios,Norte,María,4,79.99,319.96,171.47,148.49,5,2,2023
2023-05-23,Laptop,Computadoras,Norte,Pedro,2,899.99,1799.98,747.44,1052.54,5,2,2023
2023-05-23,Mouse,Accesorios,Oeste,María,16,29.99,479.84,218.3,261.54,5,2,2023
2023-05-23,Teclado,Accesorios,Norte,Luis,18,79.99,1439.82,808.31,631.51,5,2,2023
2023-05-24,Laptop,Computadoras,Oeste,Pedro,8,899.99,7199.92,3541.88,3658.04,5,2,2023
2023-05-24,Mouse,Accesorios,Norte,Luis,3,29.99,89.97,45.82,44.15,5,2,2023
2023-05-24,Teclado,Accesorios,Sur,Carlos,9,79.99,719.91,350.28,369.63,5,2,2023
2023-05-25,Laptop,Computadoras,Norte,Carlos,6,899.99,5399.94,2207.39,3192.55,5,2,2023
2023-05-25,Mouse,Accesorios,Oeste,Ana,10,29.99,299.9,129.9,170.0,5,2,2023
2023-05-25,Teclado,Accesorios,Oeste,Pedro,10,79.99,799.9,391.24,408.66,5,2,2023
2023-05-26,Laptop,Computadoras,Oeste,Luis,13,899.99,11699.87,5169.44,6530.43,5,2,2023
2023-05-26,Mouse,Accesorios,Oeste,María,17,29.99,509.83,209.03,300.8,5,2,2023
2023-05-26,Teclado,Accesorios,Oeste,Carlos,9,79.99,719.91,409.43,310.48,5,2,2023
2023-05-27,Laptop,Computadoras,Este,Carlos,17,899.99,15299.83,9122.35,6177.48,5,2,2023
2023-05-27,Mouse,Accesorios,Este,María,9,29.99,269.91,150.78,119.13,5,2,2023
2023-05-27,Teclado,Accesorios,Norte,Luis,9,79.99,719.91,410.89,309.02,5,2,2023
2023-05-28,Laptop,Computadoras,Oeste,Luis,1,899.99,899.99,403.55,496.44,5,2,2023
2023-05-28,Mouse,Accesorios,Norte,Pedro,2,29.99,59.98,35.52,24.46,5,2,2023
2023-05-28,Teclado,Accesorios,Oeste,Pedro,16,79.99,1279.84,562.34,717.5,5,2,2023
2023-05-29,Laptop,Computadoras,Oeste,Ana,1,899.99,899.99,531.25,368.74,5,2,2023
2023-05-29,Mouse,Accesorios,Este,Carlos,10,29.99,299.9,179.63,120.27,5,2,2023
2023-05-29,Teclado,Accesorios,Este,Pedro,18,79.99,1439.82,780.88,658.94,5,2,2023
2023-05-30,Laptop,Computadoras,Sur,Luis,8,899.99,7199.92,4292.8,2907.12,5,2,2023
2023-05-30,Mouse,Accesorios,Este,María,11,29.99,329.89,169.53,160.36,5,2,2023
2023-05-30,Teclado,Accesorios,Sur,Luis,2,79.99,159.98,72.3,87.68,5,2,2023
2023-05-31,Laptop,Computadoras,Sur,Carlos,8,899.99,7199.92,3509.24,3690.68,5,2,2023
2023-05-31,Mouse,Accesorios,Sur,Luis,8,29.99,239.92,124.45,115.47,5,2,2023
2023-05-31,Teclado,Accesorios,Sur,Ana,17,79.99,1359.83,563.81,796.02,5,2,2023
2023-06-01,Laptop,Computadoras,Sur,Carlos,15,899.99,13499.85,7080.25,6419.6,6,2,2023
2023-06-01,Mouse,Accesorios,Norte,María,17,29.99,509.83,303.98,205.85,6,2,2023
2023-06-01,Teclado,Accesorios,Este,Ana,13,79.99,1039.87,455.49,584.38,6,2,2023
2023-06-02,Laptop,Computadoras,Sur,Carlos,19,899.99,17099.81,9550.57,7549.24,6,2,2023
2023-06-02,Mouse,Accesorios,Oeste,María,5,29.99,149.95,87.21,62.74,6,2,2023
2023-06-02,Teclado,Accesorios,Este,Ana,12,79.99,959.88,565.12,394.76,6,2,2023
2023-06-03,Laptop,Computadoras,Este,Ana,1,899.99,899.99,532.82,367.17,6,2,2023
2023-06-03,Mouse,Accesorios,Sur,Carlos,5,29.99,149.95,75.62,74.33,6,2,2023
2023-06-03,Teclado,Accesorios,Norte,Pedro,8,79.99,639.92,381.05,258.87,6,2,2023
2023-06-04,Laptop,Computadoras,Sur,Ana,13,899.99,11699.87,6452.03,5247.84,6,2,2023
2023-06-04,Mouse,Accesorios,Norte,Ana,8,29.99,239.92,103.73,136.19,6,2,2023
2023-06-04,Teclado,Accesorios,Oeste,María,11,79.99,879.89,435.88,444.01,6,2,2023
2023-06-05,Laptop,Computadoras,Este,Luis,1,899.99,899.99,489.29,410.7,6,2,2023
2023-06-05,Mouse,Accesorios,Oeste,Carlos,13,29.99,389.87,175.23,214.64,6,2,2023
2023-06-05,Teclado,Accesorios,Norte,Carlos,19,79.99,1519.81,802.65,717.16,6,2,2023
2023-06-06,Laptop,Computadoras,Norte,Pedro,3,899.99,2699.97,1439.95,1260.02,6,2,2023
2023-06-06,Mouse,Accesorios,Oeste,Pedro,17,29.99,509.83,220.52,289.31,6,2,2023
2023-06-06,Teclado,Accesorios,Norte,Carlos,5,79.99,399.95,205.18,194.77,6,2,2023
2023-06-07,Laptop,Computadoras,Oeste,Pedro,8,899.99,7199.92,3991.1,3208.82,6,2,2023
2023-06-07,Mouse,Accesorios,Este,María,14,29.99,419.86,209.84,210.02,6,2,2023
2023-06-07,Teclado,Accesorios,Oeste,Carlos,4,79.99,319.96,128.76,191.2,6,2,2023
2023-06-08,Laptop,Computadoras,Este,Pedro,11,899.99,9899.89,3977.85,5922.04,6,2,2023
2023-06-08,Mouse,Accesorios,Oeste,Carlos,15,29.99,449.85,212.06,237.79,6,2,2023
2023-06-08,Teclado,Accesorios,Norte,Luis,19,79.99,1519.81,889.45,630.36,6,2,2023
2023-06-09,Laptop,Computadoras,Oeste,Ana,7,899.99,6299.93,2808.1,3491.83,6,2,2023
2023-06-09,Mouse,Accesorios,Norte,Carlos,19,29.99,569.81,300.22,269.59,6,2,2023
2023-06-09,Teclado,Accesorios,Oeste,Ana,19,79.99,1519.81,675.43,844.38,6,2,2023
2023-06-10,Laptop,Computadoras,Oeste,Pedro,11,899.99,9899.89,4596.86,5303.03,6,2,2023
2023-06-10,Mouse,Accesorios,Sur,Ana,5,29.99,149.95,85.41,64.54,6,2,2023
2023-06-10,Teclado,Accesorios,Norte,Carlos,5,79.99,399.95,218.28,181.67,6,2,2023
2023-06-11,Laptop,Computadoras,Sur,Luis,8,899.99,7199.92,3017.34,4182.58,6,2,2023
2023-06-11,Mouse,Accesorios,Norte,Pedro,10,29.99,299.9,145.67,154.23,6,2,2023
2023-06-11,Teclado,Accesorios,Sur,Carlos,6,79.99,479.94,194.78,285.16,6,2,2023
2023-06-12,Laptop,Computadoras,Este,Pedro,15,899.99,13499.85,6698.33,6801.52,6,2,2023
2023-06-12,Mouse,Accesorios,Oeste,María,16,29.99,479.84,255.51,224.33,6,2,2023
2023-06-12,Teclado,Accesorios,Norte,Ana,17,79.99,1359.83,576.16,783.67,6,2,2023
2023-06-13,Laptop,Computadoras,Norte,María,8,899.99,7199.92,3295.96,3903.96,6,2,2023
2023-06-13,Mouse,Accesorios,Oeste,Carlos,8,29.99,239.92,115.06,124.86,6,2,2023
2023-06-13,Teclado,Accesorios,Norte,Luis,9,79.99,719.91,420.36,299.55,6,2,2023
2023-06-14,Laptop,Computadoras,Norte,Pedro,2,899.99,1799.98,1077.56,722.42,6,2,2023
2023-06-14,Mouse,Accesorios,Sur,Ana,15,29.99,449.85,183.98,265.87,6,2,2023
2023-06-14,Teclado,Accesorios,Norte,Pedro,18,79.99,1439.82,795.07,644.75,6,2,2023
2023-06-15,Laptop,Computadoras,Este,Carlos,3,899.99,2699.97,1280.72,1419.25,6,2,2023
2023-06-15,Mouse,Accesorios,Este,Pedro,17,29.99,509.83,243.95,265.88,6,2,2023
2023-06-15,Teclado,Accesorios,Oeste,Ana,4,79.99,319.96,176.25,143.71,6,2,2023
2023-06-16,Laptop,Computadoras,Norte,Carlos,4,899.99,3599.96,2101.24,1498.72,6,2,2023
2023-06-16,Mouse,Accesorios,Oeste,Pedro,14,29.99,419.86,247.8,172.06,6,2,2023
2023-06-16,Teclado,Accesorios,Este,Luis,9,79.99,719.91,371.06,348.85,6,2,2023
2023-06-17,Laptop,Computadoras,Norte,Carlos,9,899.99,8099.91,3818.49,4281.42,6,2,2023
2023-06-17,Mouse,Accesorios,Norte,Carlos,18,29.99,539.82,300.95,238.87,6,2,2023
2023-06-17,Teclado,Accesorios,Oeste,Luis,10,79.99,799.9,360.12,439.78,6,2,2023
2023-06-18,Laptop,Computadoras,Este,María,4,899.99,3599.96,1846.11,1753.85,6,2,2023
2023-06-18,Mouse,Accesorios,Norte,Ana,12,29.99,359.88,169.76,190.12,6,2,2023
2023-06-18,Teclado,Accesorios,Oeste,María,8,79.99,639.92,340.01,299.91,6,2,2023
2023-06-19,Laptop,Computadoras,Este,Pedro,2,899.99,1799.98,806.53,993.45,6,2,2023
2023-06-19,Mouse,Accesorios,Oeste,Luis,13,29.99,389.87,170.89,218.98,6,2,2023
2023-06-19,Teclado,Accesorios,Sur,María,16,79.99,1279.84,746.98,532.86,6,2,2023
2023-06-20,Laptop,Computadoras,Norte,Carlos,2,899.99,1799.98,756.64,1043.34,6,2,2023
2023-06-20,Mouse,Accesorios,Sur,Pedro,11,29.99,329.89,165.34,164.55,6,2,2023
2023-06-20,Teclado,Accesorios,Este,Pedro,10,79.99,799.9,355.29,444.61,6,2,2023
2023-06-21,Laptop,Computadoras,Sur,María,15,899.99,13499.85,5505.05,7994.8,6,2,2023
2023-06-21,Mouse,Accesorios,Sur,María,17,29.99,509.83,207.6,302.23,6,2,2023
2023-06-21,Teclado,Accesorios,Este,Luis,8,79.99,639.92,278.39,361.53,6,2,2023
2023-06-22,Laptop,Computadoras,Oeste,Ana,18,899.99,16199.82,9288.23,6911.59,6,2,2023
2023-06-22,Mouse,Accesorios,Sur,María,9,29.99,269.91,123.21,146.7,6,2,2023
2023-06-22,Teclado,Accesorios,Oeste,María,8,79.99,639.92,377.61,262.31,6,2,2023
2023-06-23,Laptop,Computadoras,Sur,Carlos,14,899.99,12599.86,6505.62,6094.24,6,2,2023
2023-06-23,Mouse,Accesorios,Oeste,Pedro,18,29.99,539.82,263.07,276.75,6,2,2023
2023-06-23,Teclado,Accesorios,Este,Ana,12,79.99,959.88,495.32,464.56,6,2,2023
2023-06-24,Laptop,Computadoras,Sur,Carlos,19,899.99,17099.81,8607.01,8492.8,6,2,2023
2023-06-24,Mouse,Accesorios,Este,Luis,14,29.99,419.86,231.66,188.2,6,2,2023
2023-06-24,Teclado,Accesorios,Sur,Luis,17,79.99,1359.83,620.76,739.07,6,2,2023
2023-06-25,Laptop,Computadoras,Este,María,3,899.99,2699.97,1270.63,1429.34,6,2,2023
2023-06-25,Mouse,Accesorios,Este,María,7,29.99,209.93,121.51,88.42,6,2,2023
2023-06-25,Teclado,Accesorios,Sur,Luis,17,79.99,1359.83,801.34,558.49,6,2,2023
2023-06-26,Laptop,Computadoras,Sur,María,12,899.99,10799.88,6247.86,4552.02,6,2,2023
2023-06-26,Mouse,Accesorios,Sur,Ana,9,29.99,269.91,130.61,139.3,6,2,2023
2023-06-26,Teclado,Accesorios,Norte,María,15,79.99,1199.85,667.2,532.65,6,2,2023
2023-06-27,Laptop,Computadoras,Oeste,Pedro,18,899.99,16199.82,8023.24,8176.58,6,2,2023
2023-06-27,Mouse,Accesorios,Norte,María,13,29.99,389.87,194.74,195.13,6,2,2023
