id,nombre,categoria,precio,cantidad,fecha
1198,Producto_1198,Deportes,843.77,8,2026-04-12
1199,Producto_1199,Deportes,217.21,67,2026-04-13
1200,Producto_1200,Electrónica,81.8,19,2026-04-14
1201,Producto_1201,Electrónica,706.25,67,2026-04-15
1202,Producto_1202,Hogar,408.5,36,2026-04-16
1203,Producto_1203,Ropa,920.84,89,2026-04-17
1204,Producto_1204,Hogar,653.75,60,2026-04-18
1205,Producto_1205,Electrónica,99.51,36,2026-04-19
1206,Producto_1206,Hogar,948.38,11,2026-04-20
1207,Producto_1207,Electrónica,265.97,51,2026-04-21
1208,Producto_1208,Hogar,343.84,80,2026-04-22
1209,Producto_1209,Electrónica,408.24,55,2026-04-23
1210,Producto_1210,Electrónica,60.71,54,2026-04-24
1211,Producto_1211,Electrónica,501.55,17,2026-04-25
1212,Producto_1212,Ropa,132.09,62,2026-04-26
1213,Producto_1213,Hogar,406.96,42,2026-04-27
1214,Producto_1214,Hogar,357.2,24,2026-04-28
1215,Producto_1215,Hogar,775.11,17,2026-04-29
1216,Producto_1216,Electrónica,805.14,48,2026-04-30
1217,Producto_1217,Hogar,161.88,84,2026-05-01
1218,Producto_1218,Hogar,372.89,86,2026-05-02
1219,Producto_1219,Electrónica,379.62,70,2026-05-03
1220,Producto_1220,Deportes,159.9,7,2026-05-04
1221,Producto_1221,Electrónica,800.47,14,2026-05-05
1222,Producto_1222,Hogar,710.16,11,2026-05-06
1223,Producto_1223,Electrónica,198.48,12,2026-05-07
1224,Producto_1224,Deportes,373.05,5,2026-05-08
1225,Producto_1225,Electrónica,114.75,5,2026-05-09
1226,Producto_1226,Hogar,631.92,20,2026-05-10
1227,Producto_1227,Deportes,130.16,54,2026-05-11
1228,Producto_1228,Ropa,986.07,55,2026-05-12
1229,Producto_1229,Hogar,782.88,58,2026-05-13
1230,Producto_1230,Deportes,396.34,79,2026-05-14
1231,Producto_1231,Deportes,582.78,90,2026-05-15
1232,Producto_1232,Ropa,912.23,97,2026-05-16
1233,Producto_1233,Electrónica,558.56,30,2026-05-17
1234,Producto_1234,Electrónica,182.75,24,2026-05-18
1235,Producto_1235,Hogar,384.92,87,2026-05-19
1236,Producto_1236,Ropa,844.71,73,2026-05-20
1237,Producto_1237,Electrónica,647.77,3,2026-05-21
1238,Producto_1238,Ropa,654.22,48,2026-05-22
1239,Producto_1239,Electrónica,868.15,71,2026-05-23
1240,Producto_1240,Deportes,895.03,22,2026-05-24
1241,Producto_1241,Electrónica,920.59,14,2026-05-25
1242,Producto_1242,Ropa,103.9,48,2026-05-26
1243,Producto_1243,Deportes,548.68,29,2026-05-27
1244,Producto_1244,Deportes,743.1,50,2026-05-28
1245,Producto_1245,Deportes,759.36,80,2026-05-29
1246,Producto_1246,Ropa,610.65,98,2026-05-30
1247,Producto_1247,Hogar,175.12,10,2026-05-31
1248,Producto_1248,Hogar,799.45,71,2026-06-01
1249,Producto_1249,Hogar,722.91,89,2026-06-02
1250,Producto_1250,Ropa,95.27,27,2026-06-03
1251,Producto_1251,Deportes,469.17,79,2026-06-04
1252,Producto_1252,Hogar,182.24,96,2026-06-05
1253,Producto_1253,Ropa,344.1,28,2026-06-06
1254,Producto_1254,Hogar,27.9,9,2026-06-07
1255,Producto_1255,Electrónica,406.33,71,2026-06-08
1256,Producto_1256,Hogar,554.38,80,2026-06-09
1257,Producto_1257,Hogar,623.39,26,2026-06-10
1258,Producto_1258,Deportes,666.86,99,2026-06-11
1259,Producto_1259,Ropa,837.93,81,2026-06-12
1260,Producto_1260,Deportes,223.31,87,2026-06-13
1261,Producto_1261,Deportes,129.28,8,2026-06-14
1262,Producto_1262,Deportes,853.02,2,2026-06-15
1263,Producto_1263,Deportes,165.05,95,2026-06-16
1264,Producto_1264,Deportes,975.01,57,2026-06-17
1265,Producto_1265,Hogar,844.11,52,2026-06-18
1266,Producto_1266,Deportes,505.87,58,2026-06-19
1267,Producto_1267,Deportes,981.61,96,2026-06-20
1268,Producto_1268,Ropa,106.4,93,2026-06-21
1269,Producto_1269,Electrónica,310.04,3,2026-06-22
1270,Producto_1270,Hogar,641.84,8,2026-06-23
1271,Producto_1271,Hogar,356.51,59,2026-06-24
1272,Producto_1272,Hogar,929.09,2,2026-06-25
1273,Producto_1273,Deportes,74.97,95,2026-06-26
1274,Producto_1274,Deportes,553.92,62,2026-06-27
1275,Producto_1275,Deportes,594.96,49,2026-06-28
1276,Producto_1276,Ropa,656.2,20,2026-06-29
1277,Producto_1277,Electrónica,263.11,29,2026-06-30
1278,Producto_1278,Deportes,370.92,17,2026-07-01
1279,Producto_1279,Electrónica,845.24,74,2026-07-02
1280,Producto_1280,Ropa,202.99,22,2026-07-03
1281,Producto_1281,Hogar,828.6,6,2026-07-04
1282,Producto_1282,Deportes,567.03,62,2026-07-05
1283,Producto_1283,Electrónica,764.57,98,2026-07-06
1284,Producto_1284,Electrónica,716.47,31,2026-07-07
1285,Producto_1285,Deportes,215.44,62,2026-07-08
1286,Producto_1286,Hogar,573.12,12,2026-07-09
1287,Producto_1287,Hogar,869.05,12,2026-07-10
1288,Producto_1288,Hogar,437.8,63,2026-07-11
1289,Producto_1289,Ropa,966.92,16,2026-07-12
1290,Producto_1290,Electrónica,457.69,25,2026-07-13
1291,Producto_1291,Electrónica,151.36,22,2026-07-14
1292,Producto_1292,Electrónica,395.54,91,2026-07-15
1293,Producto_1293,Ropa,952.19,88,2026-07-16
1294,Producto_1294,Electrónica,326.52,76,2026-07-17
1295,Producto_1295,Ropa,869.42,18,2026-07-18
1296,Producto_1296,Hogar,882.44,45,2026-07-19
1297,Producto_1297,Deportes,356.68,80,2026-07-20
1298,Producto_1298,Electrónica,92.43,68,2026-07-21
1299,Producto_1299,Electrónica,727.31,12,2026-07-22
1300,Producto_1300,Hogar,318.4,49,2026-07-23
1301,Producto_1301,Deportes,785.09,33,2026-07-24
1302,Producto_1302,Ropa,448.23,86,2026-07-25
1303,Producto_1303,Deportes,490.41,63,2026-07-26
1304,Producto_1304,Hogar,780.13,18,2026-07-27
1305,Producto_1305,Hogar,388.54,54,2026-07-28
1306,Producto_1306,Deportes,448.7,97,2026-07-29
1307,Producto_1307,Ropa,382.43,27,2026-07-30
1308,Producto_1308,Ropa,373.67,83,2026-07-31
1309,Producto_1309,Electrónica,530.69,78,2026-08-01
1310,Producto_1310,Ropa,810.71,25,2026-08-02
1311,Producto_1311,Deportes,368.15,34,2026-08-03
1312,Producto_1312,Hogar,529.01,88,2026-08-04
1313,Producto_1313,Electrónica,674.02,60,2026-08-05
1314,Producto_1314,Electrónica,276.75,54,2026-08-06
1315,Producto_1315,Hogar,284.75,87,2026-08-07
1316,Producto_1316,Ropa,934.08,5,2026-08-08
1317,Producto_1317,Hogar,726.3,36,2026-08-09
1318,Producto_1318,Ropa,581.41,54,2026-08-10
1319,Producto_1319,Hogar,651.24,88,2026-08-11
1320,Producto_1320,Deportes,39.01,36,2026-08-12
1321,Producto_1321,Ropa,621.92,69,2026-08-13
1322,Producto_1322,Deportes,514.41,39,2026-08-14
1323,Producto_1323,Electrónica,550.29,70,2026-08-15
1324,Producto_1324,Hogar,365.83,4,2026-08-16
1325,Producto_1325,Electrónica,90.66,74,2026-08-17
1326,Producto_1326,Electrónica,201.41,65,2026-08-18
1327,Producto_1327,Electrónica,951.24,85,2026-08-19
1328,Producto_1328,Electrónica,414.61,40,2026-08-20
1329,Producto_1329,Hogar,472.02,37,2026-08-21
1330,Producto_1330,Electrónica,62.18,67,2026-08-22
1331,Producto_1331,Hogar,47.19,31,2026-08-23
1332,Producto_1332,Hogar,720.01,91,2026-08-24
1333,Producto_1333,Deportes,542.71,81,2026-08-25
1334,Producto_1334,Ropa,513.62,87,2026-08-26
1335,Producto_1335,Ropa,250.69,77,2026-08-27
1336,Producto_1336,Hogar,747.3,47,2026-08-28
1337,Producto_1337,Deportes,176.55,27,2026-08-29
1338,Producto_1338,Hogar,198.04,51,2026-08-30
1339,Producto_1339,Hogar,466.11,20,2026-08-31
1340,Producto_1340,Hogar,293.42,13,2026-09-01
1341,Producto_1341,Deportes,254.99,63,2026-09-02
1342,Producto_1342,Ropa,648.79,44,2026-09-03
1343,Producto_1343,Deportes,654.46,24,2026-09-04
1344,Producto_1344,Electrónica,826.27,3,2026-09-05
1345,Producto_1345,Deportes,423.53,10,2026-09-06
1346,Producto_1346,Deportes,82.35,65,2026-09-07
1347,Producto_1347,Deportes,280.93,49,2026-09-08
1348,Producto_1348,Deportes,980.21,58,2026-09-09
1349,Producto_1349,Ropa,600.3,77,2026-09-10
1350,Producto_1350,Electrónica,712.64,78,2026-09-11
1351,Producto_1351,Ropa,17.28,97,2026-09-12
1352,Producto_1352,Ropa,523.02,2,2026-09-13
1353,Producto_1353,Deportes,47.15,66,2026-09-14
1354,Producto_1354,Hogar,573.54,31,2026-09-15
1355,Producto_1355,Hogar,921.56,68,2026-09-16
1356,Producto_1356,Ropa,968.73,98,2026-09-17
1357,Producto_1357,Ropa,545.15,83,2026-09-18
1358,Producto_1358,Deportes,463.62,37,2026-09-19
1359,Producto_1359,Ropa,945.57,73,2026-09-20
1360,Producto_1360,Deportes,676.87,24,2026-09-21
1361,Producto_1361,Hogar,74.25,77,2026-09-22
1362,Producto_1362,Hogar,471.07,44,2026-09-23
1363,Producto_1363,Electrónica,247.84,94,2026-09-24
1364,Producto_1364,Hogar,475.11,83,2026-09-25
1365,Producto_1365,Ropa,460.91,41,2026-09-26
1366,Producto_1366,Hogar,586.32,74,2026-09-27
1367,Producto_1367,Deportes,363.2,51,2026-09-28
1368,Producto_1368,Hogar,172.63,42,2026-09-29
1369,Producto_1369,Electrónica,508.68,78,2026-09-30
1370,Producto_1370,Hogar,831.9,40,2026-10-01
1371,Producto_1371,Deportes,667.37,48,2026-10-02
1372,Producto_1372,Deportes,344.98,84,2026-10-03
1373,Producto_1373,Ropa,936.17,4,2026-10-04
1374,Producto_1374,Hogar,913.09,60,2026-10-05
1375,Producto_1375,Deportes,217.25,39,2026-10-06
1376,Producto_1376,Electrónica,49.02,5,2026-10-07
1377,Producto_1377,Ropa,743.9,96,2026-10-08
1378,Producto_1378,Electrónica,829.33,6,2026-10-09
1379,Producto_1379,Hogar,968.19,14,2026-10-10
1380,Producto_1380,Hogar,890.94,70,2026-10-11
1381,Producto_1381,Hogar,604.53,78,2026-10-12
1382,Producto_1382,Ropa,534.75,12,2026-10-13
1383,Producto_1383,Deportes,37.56,62,2026-10-14
1384,Producto_1384,Ropa,254.19,27,2026-10-15
1385,Producto_1385,Electrónica,465.02,54,2026-10-16
1386,Producto_1386,Ropa,632.22,90,2026-10-17
1387,Producto_1387,Electrónica,561.68,12,2026-10-18
1388,Producto_1388,Ropa,745.21,8,2026-10-19
1389,Producto_1389,Deportes,286.97,74,2026-10-20
1390,Producto_1390,Electrónica,569.3,16,2026-10-21
1391,Producto_1391,Hogar,97.26,52,2026-10-22
1392,Producto_1392,Hogar,419.53,26,2026-10-23
1393,Producto_1393,Ropa,752.66,8,2026-10-24
1394,Producto_1394,Hogar,696.47,45,2026-10-25
1395,Producto_1395,Electrónica,990.74,93,2026-10-26
1396,Producto_1396,Hogar,285.11,84,2026-10-27
1397,Producto_1397,Deportes,503.21,81,2026-10-28
1398,Producto_1398,Deportes,336.24,19,2026-10-29
1399,Producto_1399,Ropa,446.2,17,2026-10-30
1400,Producto_1400,Electrónica,858.38,65,2026-10-31
1401,Producto_1401,Deportes,687.37,29,2026-11-01
1402,Producto_1402,Deportes,883.62,14,2026-11-02
1403,Producto_1403,Electrónica,211.48,17,2026-11-03
1404,Producto_1404,Hogar,874.63,13,2026-11-04
1405,Producto_1405,Hogar,69.16,93,2026-11-05
1406,Producto_1406,Ropa,889.71,98,2026-11-06
1407,Producto_1407,Hogar,335.78,91,2026-11-07
1408,Producto_1408,Electrónica,321.44,63,2026-11-08
1409,Producto_1409,Deportes,516.97,33,2026-11-09
1410,Producto_1410,Hogar,941.28,29,2026-11-10
1411,Producto_1411,Ropa,57.3,37,2026-11-11
1412,Producto_1412,Hogar,358.71,83,2026-11-12
1413,Producto_1413,Electrónica,858.01,46,2026-11-13
1414,Producto_1414,Ropa,402.09,24,2026-11-14
1415,Producto_1415,Hogar,207.17,14,2026-11-15
1416,Producto_1416,Ropa,430.55,5,2026-11-16
1417,Producto_1417,Electrónica,391.7,53,2026-11-17
1418,Producto_1418,Deportes,916.26,88,2026-11-18
1419,Producto_1419,Electrónica,764.32,98,2026-11-19
1420,Producto_1420,Electrónica,510.06,95,2026-11-20
1421,Producto_1421,Electrónica,988.49,30,2026-11-21
1422,Producto_1422,Electrónica,470.62,60,2026-11-22
1423,Producto_1423,Deportes,67.66,73,2026-11-23
1424,Producto_1424,Deportes,269.65,91,2026-11-24
1425,Producto_1425,Ropa,441.71,28,2026-11-25
1426,Producto_1426,Hogar,165.33,26,2026-11-26
1427,Producto_1427,Deportes,948.09,18,2026-11-27
1428,Producto_1428,Deportes,769.18,36,2026-11-28
1429,Producto_1429,Hogar,275.6,8,2026-11-29
1430,Producto_1430,Deportes,594.9,18,2026-11-30
1431,Producto_1431,Electrónica,724.23,84,2026-12-01
1432,Producto_1432,Electrónica,941.87,58,2026-12-02
1433,Producto_1433,Hogar,882.82,32,2026-12-03
1434,Producto_1434,Ropa,520.04,93,2026-12-04
1435,Producto_1435,Ropa,776.91,49,2026-12-05
1436,Producto_1436,Hogar,566.52,48,2026-12-06
1437,Producto_1437,Hogar,557.18,82,2026-12-07
1438,Producto_1438,Electrónica,123.59,71,2026-12-08
1439,Producto_1439,Ropa,134.88,65,2026-12-09
1440,Producto_1440,Deportes,534.24,92,2026-12-10
1441,Producto_1441,Electrónica,276.17,33,2026-12-11
1442,Producto_1442,Hogar,30.83,50,2026-12-12
1443,Producto_1443,Ropa,725.61,4,2026-12-13
1444,Producto_1444,Deportes,42.16,84,2026-12-14
1445,Producto_1445,Deportes,599.32,36,2026-12-15
1446,Producto_1446,Electrónica,543.8,95,2026-12-16
1447,Producto_1447,Ropa,969.13,28,2026-12-17
1448,Producto_1448,Ropa,489.37,3,2026-12-18
1449,Producto_1449,Hogar,72.97,6,2026-12-19
1450,Producto_1450,Ropa,556.17,45,2026-12-20
1451,Producto_1451,Ropa,842.69,23,2026-12-21
1452,Producto_1452,Electrónica,996.88,7,2026-12-22
1453,Producto_1453,Ropa,436.04,61,2026-12-23
1454,Producto_1454,Deportes,327.1,65,2026-12-24
1455,Producto_1455,Electrónica,907.59,6,2026-12-25
1456,Producto_1456,Electrónica,199.33,24,2026-12-26
1457,Producto_1457,Hogar,619.27,37,2026-12-27
1458,Producto_1458,Ropa,411.66,45,2026-12-28
1459,Producto_1459,Hogar,50.67,51,2026-12-29
1460,Producto_1460,Deportes,353.82,88,2026-12-30
1461,Producto_1461,Electrónica,272.58,45,2026-12-31
1462,Producto_1462,Electrónica,689.23,63,2027-01-01
1463,Producto_1463,Electrónica,949.3,29,2027-01-02
1464,Producto_1464,Deportes,275.37,96,2027-01-03
1465,Producto_1465,Deportes,813.35,25,2027-01-04
1466,Producto_1466,Hogar,64.81,10,2027-01-05
1467,Producto_1467,Hogar,542.74,35,2027-01-06
1468,Producto_1468,Hogar,79.84,55,2027-01-07
1469,Producto_1469,Ropa,934.69,25,2027-01-08
1470,Producto_1470,Electrónica,768.69,91,2027-01-09
1471,Producto_1471,Electrónica,661.37,45,2027-01-10
1472,Producto_1472,Hogar,825.66,96,2027-01-11
1473,Producto_1473,Electrónica,651.04,12,2027-01-12
1474,Producto_1474,Hogar,969.25,4,2027-01-13
1475,Producto_1475,Ropa,716.82,90,2027-01-14
1476,Producto_1476,Ropa,925.41,67,2027-01-15
1477,Producto_1477,Deportes,521.96,17,2027-01-16
1478,Producto_1478,Ropa,125.89,73,2027-01-17
1479,Producto_1479,Hogar,532.9,93,2027-01-18
1480,Producto_1480,Ropa,135.6,65,2027-01-19
1481,Producto_1481,Deportes,596.57,82,2027-01-20
1482,Producto_1482,Electrónica,487.67,53,2027-01-21
1483,Producto_1483,Hogar,626.35,84,2027-01-22
1484,Producto_1484,Electrónica,19.95,57,2027-01-23
1485,Producto_1485,Deportes,202.89,98,2027-01-24
1486,Producto_1486,Deportes,496.42,28,2027-01-25
1487,Producto_1487,Deportes,951.0,99,2027-01-26
1488,Producto_1488,Electrónica,389.77,16,2027-01-27
1489,Producto_1489,Electrónica,430.13,21,2027-01-28
1490,Producto_1490,Electrónica,717.55,77,2027-01-29
1491,Producto_1491,Electrónica,607.75,99,2027-01-30
1492,Producto_1492,Deportes,305.94,42,2027-01-31
1493,Producto_1493,Deportes,416.71,54,2027-02-01
1494,Producto_1494,Hogar,225.52,32,2027-02-02
1495,Producto_1495,Hogar,966.36,38,2027-02-03
1496,Producto_1496,Electrónica,139.33,70,2027-02-04
1497,Producto_1497,Ropa,378.12,38,2027-02-05
1498,Producto_1498,Ropa,35.58,54,2027-02-06
1499,Producto_1499,Deportes,229.56,60,2027-02-07
1500,Producto_1500,Deportes,782.67,77,2027-02-08
1501,Producto_1501,Deportes,209.16,77,2027-02-09
1502,Producto_1502,Hogar,89.26,47,2027-02-10
1503,Producto_1503,Hogar,479.71,12,2027-02-11
1504,Producto_1504,Deportes,19.87,53,2027-02-12
1505,Producto_1505,Deportes,93.92,33,2027-02-13
1506,Producto_1506,Deportes,809.55,28,2027-02-14
1507,Producto_1507,Ropa,773.76,3,2027-02-15
1508,Producto_1508,Hogar,915.99,82,2027-02-16
1509,Producto_1509,Ropa,855.97,26,2027-02-17
1510,Producto_1510,Ropa,686.34,54,2027-02-18
1511,Producto_1511,Deportes,61.81,40,2027-02-19
1512,Producto_1512,Deportes,785.02,66,2027-02-20
1513,Producto_1513,Electrónica,847.06,68,2027-02-21
1514,Producto_1514,Electrónica,801.09,92,2027-02-22
1515,Producto_1515,Ropa,513.39,92,2027-02-23
1516,Producto_1516,Hogar,240.57,89,2027-02-24
1517,Producto_1517,Deportes,846.88,90,2027-02-25
1518,Producto_1518,Deportes,729.89,47,2027-02-26
1519,Producto_1519,Ropa,980.95,2,2027-02-27
1520,Producto_1520,Electrónica,164.14,42,2027-02-28
1521,Producto_1521,Hogar,233.41,34,2027-03-01
1522,Producto_1522,Electrónica,219.68,94,2027-03-02
1523,Producto_1523,Electrónica,794.61,21,2027-03-03
1524,Producto_1524,Electrónica,195.04,44,2027-03-04
1525,Producto_1525,Electrónica,75.99,87,2027-03-05
1526,Producto_1526,Deportes,998.58,97,2027-03-06
1527,Producto_1527,Deportes,34.57,2,2027-03-07
1528,Producto_1528,Electrónica,836.89,91,2027-03-08
1529,Producto_1529,Hogar,371.71,59,2027-03-09
1530,Producto_1530,Ropa,843.2,86,2027-03-10
1531,Producto_1531,Hogar,559.07,98,2027-03-11
1532,Producto_1532,Hogar,902.61,16,2027-03-12
1533,Producto_1533,Hogar,926.93,20,2027-03-13
1534,Producto_1534,Electrónica,19.01,26,2027-03-14
1535,Producto_1535,Deportes,84.66,16,2027-03-15
1536,Producto_1536,Hogar,257.86,70,2027-03-16
1537,Producto_1537,Electrónica,672.62,23,2027-03-17
1538,Producto_1538,Hogar,889.39,42,2027-03-18
1539,Producto_1539,Hogar,465.34,37,2027-03-19
1540,Producto_1540,Electrónica,610.9,72,2027-03-20
1541,Producto_1541,Deportes,196.61,6,2027-03-21
1542,Producto_1542,Deportes,806.92,37,2027-03-22
1543,Producto_1543,Ropa,967.65,22,2027-03-23
1544,Producto_1544,Electrónica,275.91,6,2027-03-24
1545,Producto_1545,Ropa,499.88,32,2027-03-25
1546,Producto_1546,Ropa,95.25,17,2027-03-26
1547,Producto_1547,Ropa,563.55,38,2027-03-27
1548,Producto_1548,Deportes,507.76,17,2027-03-28
1549,Producto_1549,Electrónica,152.99,37,2027-03-29
1550,Producto_1550,Ropa,447.65,23,2027-03-30
1551,Producto_1551,Electrónica,340.76,49,2027-03-31
1552,Producto_1552,Electrónica,526.61,61,2027-04-01
1553,Producto_1553,Deportes,589.8,49,2027-04-02
1554,Producto_1554,Ropa,18.41,61,2027-04-03
1555,Producto_1555,Ropa,763.4,77,2027-04-04
1556,Producto_1556,Electrónica,715.88,32,2027-04-05
1557,Producto_1557,Hogar,372.62,86,2027-04-06
1558,Producto_1558,Deportes,62.41,63,2027-04-07
1559,Producto_1559,Deportes,757.38,7,2027-04-08
1560,Producto_1560,Deportes,955.62,22,2027-04-09
1561,Producto_1561,Deportes,247.75,85,2027-04-10
1562,Producto_1562,Ropa,330.29,6,2027-04-11
1563,Producto_1563,Ropa,191.97,61,2027-04-12
1564,Producto_1564,Hogar,581.17,14,2027-04-13
1565,Producto_1565,Deportes,163.29,16,2027-04-14
1566,Producto_1566,Deportes,362.63,3,2027-04-15
1567,Producto_1567,Electrónica,700.04,9,2027-04-16
1568,Producto_1568,Ropa,564.51,47,2027-04-17
1569,Producto_1569,Deportes,392.6,85,2027-04-18
1570,Producto_1570,Hogar,426.05,94,2027-04-19
1571,Producto_1571,Hogar,566.49,94,2027-04-20
1572,Producto_1572,Ropa,15.81,42,2027-04-21
1573,Producto_1573,Hogar,87.72,42,2027-04-22
1574,Producto_1574,Hogar,882.45,96,2027-04-23
1575,Producto_1575,Ropa,87.1,23,2027-04-24
1576,Producto_1576,Deportes,709.74,3,2027-04-25
1577,Producto_1577,Deportes,920.84,1,2027-04-26
1578,Producto_1578,Hogar,277.98,67,2027-04-27
1579,Producto_1579,Hogar,376.79,71,2027-04-28
1580,Producto_1580,Deportes,573.23,3,2027-04-29
1581,Producto_1581,Ropa,882.89,49,2027-04-30
1582,Producto_1582,Hogar,942.49,67,2027-05-01
1583,Producto_1583,Electrónica,742.17,55,2027-05-02
1584,Producto_1584,Ropa,95.75,4,2027-05-03
1585,Producto_1585,Hogar,672.46,31,2027-05-04
1586,Producto_1586,Hogar,416.2,66,2027-05-05
1587,Producto_1587,Electrónica,475.99,78,2027-05-06
1588,Producto_1588,Electrónica,58.66,64,2027-05-07
1589,Producto_1589,Deportes,199.15,31,2027-05-08
1590,Producto_1590,Ropa,792.61,63,2027-05-09
1591,Producto_1591,Ropa,459.42,66,2027-05-10
1592,Producto_1592,Deportes,308.65,31,2027-05-11
1593,Producto_1593,Ropa,390.18,47,2027-05-12
1594,Producto_1594,Ropa,855.86,22,2027-05-13
1595,Producto_1595,Ropa,751.51,74,2027-05-14
1596,Producto_1596,Ropa,279.59,94,2027-05-15
1597,Producto_1597,Ropa,126.33,97,2027-05-16
1598,Producto_1598,Electrónica,259.48,83,2027-05-17
1599,Producto_1599,Ropa,921.55,46,2027-05-18
1600,Producto_1600,Electrónica,585.77,89,2027-05-19
1601,Producto_1601,Ropa,538.15,58,2027-05-20
1602,Producto_1602,Deportes,600.43,61,2027-05-21
1603,Producto_1603,Hogar,372.37,46,2027-05-22
1604,Producto_1604,Electrónica,809.04,1,2027-05-23
1605,Producto_1605,Ropa,528.05,96,2027-05-24
1606,Producto_1606,Deportes,125.58,25,2027-05-25
1607,Producto_1607,Hogar,137.77,61,2027-05-26
1608,Producto_1608,Electrónica,541.49,81,2027-05-27
1609,Producto_1609,Hogar,937.2,14,2027-05-28
1610,Producto_1610,Deportes,315.27,45,2027-05-29
1611,Producto_1611,Electrónica,870.85,77,2027-05-30
1612,Producto_1612,Hogar,766.45,39,2027-05-31
1613,Producto_1613,Ropa,255.33,66,2027-06-01
1614,Producto_1614,Electrónica,45.98,32,2027-06-02
1615,Producto_1615,Hogar,110.83,96,2027-06-03
1616,Producto_1616,Deportes,731.21,58,2027-06-04
1617,Producto_1617,Deportes,207.67,56,2027-06-05
1618,Producto_1618,Electrónica,377.56,6,2027-06-06
1619,Producto_1619,Hogar,506.68,89,2027-06-07
1620,Producto_1620,Electrónica,728.21,67,2027-06-08
1621,Producto_1621,Electrónica,122.1,82,2027-06-09
1622,Producto_1622,Hogar,412.3,50,2027-06-10
1623,Producto_1623,Hogar,490.22,38,2027-06-11
1624,Producto_1624,Ropa,545.42,3,2027-06-12
1625,Producto_1625,Hogar,820.18,5,2027-06-13
1626,Producto_1626,Deportes,179.96,24,2027-06-14
1627,Producto_1627,Electrónica,809.75,54,2027-06-15
1628,Producto_1628,Electrónica,695.95,34,2027-06-16
1629,Producto_1629,Deportes,560.31,39,2027-06-17
1630,Producto_1630,Hogar,702.53,88,2027-06-18
1631,Producto_1631,Deportes,417.9,92,2027-06-19
1632,Producto_1632,Deportes,147.01,48,2027-06-20
1633,Producto_1633,Ropa,669.11,49,2027-06-21
1634,Producto_1634,Deportes,529.43,34,2027-06-22
1635,Producto_1635,Electrónica,642.98,80,2027-06-23
1636,Producto_1636,Deportes,344.62,7,2027-06-24
1637,Producto_1637,Electrónica,907.8,18,2027-06-25
1638,Producto_1638,Electrónica,591.5,70,2027-06-26
1639,Producto_1639,Electrónica,94.55,92,2027-06-27
1640,Producto_1640,Hogar,455.31,34,2027-06-28
1641,Producto_1641,Ropa,758.79,51,2027-06-29
1642,Producto_1642,Electrónica,796.19,93,2027-06-30
1643,Producto_1643,Electrónica,499.65,68,2027-07-01
1644,Producto_1644,Hogar,895.8,14,2027-07-02
1645,Producto_1645,Electrónica,274.99,69,2027-07-03
1646,Producto_1646,Deportes,416.49,89,2027-07-04
1647,Producto_1647,Deportes,899.61,8,2027-07-05
1648,Producto_1648,Ropa,897.29,15,2027-07-06
1649,Producto_1649,Electrónica,688.86,83,2027-07-07
1650,Producto_1650,Hogar,860.39,59,2027-07-08
1651,Producto_1651,Deportes,97.89,11,2027-07-09
1652,Producto_1652,Hogar,866.35,20,2027-07-10
1653,Producto_1653,Hogar,327.41,55,2027-07-11
1654,Producto_1654,Deportes,186.55,36,2027-07-12
1655,Producto_1655,Hogar,246.98,82,2027-07-13
1656,Producto_1656,Deportes,423.79,14,2027-07-14
1657,Producto_1657,Hogar,258.68,58,2027-07-15
1658,Producto_1658,Deportes,327.36,38,2027-07-16
1659,Producto_1659,Electrónica,143.63,89,2027-07-17
1660,Producto_1660,Ropa,303.21,80,2027-07-18
1661,Producto_1661,Deportes,576.56,82,2027-07-19
1662,Producto_1662,Deportes,447.44,1,2027-07-20
1663,Producto_1663,Ropa,353.25,65,2027-07-21
1664,Producto_1664,Deportes,748.99,1,2027-07-22
1665,Producto_1665,Deportes,894.57,85,2027-07-23
1666,Producto_1666,Hogar,759.22,60,2027-07-24
1667,Producto_1667,Ropa,338.68,25,2027-07-25
1668,Producto_1668,Electrónica,747.0,91,2027-07-26
1669,Producto_1669,Deportes,160.46,10,2027-07-27
1670,Producto_1670,Ropa,139.01,50,2027-07-28
1671,Producto_1671,Hogar,352.17,12,2027-07-29
1672,Producto_1672,Electrónica,809.63,92,2027-07-30
1673,Producto_1673,Ropa,253.88,32,2027-07-31
1674,Producto_1674,Electrónica,72.62,33,2027-08-01
1675,Producto_1675,Electrónica,140.39,72,2027-08-02
1676,Producto_1676,Electrónica,860.16,26,2027-08-03
1677,Producto_1677,Deportes,637.45,42,2027-08-04
1678,Producto_1678,Deportes,260.67,50,2027-08-05
1679,Producto_1679,Hogar,559.74,61,2027-08-06
1680,Producto_1680,Hogar,532.3,41,2027-08-07
1681,Producto_1681,Ropa,658.88,57,2027-08-08
1682,Producto_1682,Hogar,240.86,2,2027-08-09
1683,Producto_1683,Electrónica,865.76,99,2027-08-10
1684,Producto_1684,Electrónica,316.27,98,2027-08-11
1685,Producto_1685,Deportes,697.19,70,2027-08-12
1686,Producto_1686,Electrónica,25.96,31,2027-08-13
1687,Producto_1687,Ropa,378.93,23,2027-08-14
1688,Producto_1688,Electrónica,358.19,76,2027-08-15
1689,Producto_1689,Electrónica,548.05,54,2027-08-16
1690,Producto_1690,Ropa,82.01,28,2027-08-17
1691,Producto_1691,Hogar,792.23,79,2027-08-18
